Date,Title,Link,Provided,Bundle,BLink,YTPlaythrough,PlayTime
2018-12-09,Darksiders III,http://www.overclockersclub.com/reviews/darksiders_3_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjrQQopg1hoChIXIEzFTCm06,16:38:08
2018-12-12,Just Cause 4,http://www.overclockersclub.com/reviews/just_cause_4_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjqX2m1Q5BPVuta2Hqb56w7c,26:24:00
2018-12-18,GRIS,http://www.overclockersclub.com/reviews/gris_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjp5ao9NJzJKbW2jmzqZ-NOp,02:30:00
2019-01-03,Sunset Overdrive,http://www.overclockersclub.com/reviews/sunset_overdrive_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjqoBYC7H4UU5siJXvMw97y8,16:29:47
2019-01-21,Pikuniku,http://www.overclockersclub.com/reviews/pikuniku_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjrkCm7EgdSCbuzQtgHUlPdo,03:41:13
2019-02-20,Metro Exodus,http://www.overclockersclub.com/reviews/metro_exodus_review/,TRUE,,,,19:49:19
2019-03-04,DiRT Rally 2.0,http://www.overclockersclub.com/reviews/dirt_rally_2_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjrjzS0Vi8HQbnkoDdrjQtua,09:14:00
2019-04-11,The Division 2 Review,http://www.overclockersclub.com/reviews/division_2_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjpiaM\_BHzeZQ1nAwTPBEqNW,71:48:00
2019-05-09,Katana ZERO,http://www.overclockersclub.com/reviews/katana_zero_review,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjobgIqQWHsLkKCmgf3S0t1Z,05:55:48
2019-05-23,Dark Devotion,http://www.overclockersclub.com/reviews/dark_devotion_review,TRUE,,,https://www.youtube.com/playlist?list=PLTPlnsPlK3ehlxmgjqHVbSQaFUwL7Ek8e,15:21:35
2019-06-20,My Friend Pedro,http://www.overclockersclub.com/reviews/my_friend_pedro_review,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjq\_iqd9i5ID2jiXSeWIYZR\_,04:33:42
2019-06-27,F1 2019,http://www.overclockersclub.com/reviews/f1_2019_review,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjrTMfrFWtDLM1hrL6WRnQs5,12:39:58
2019-07-24,Darksiders III - Keepers of the Void,http://www.overclockersclub.com/reviews/darksiders_3_void_dlc_review/,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjrQQopg1hoChIXIEzFTCm06,04:21:38
2019-08-12,Metal Wolf Chaos XD,http://www.overclockersclub.com/reviews/metal_wolf_chaos_xd_review,TRUE,,,https://www.youtube.com/playlist?list=PLrgZii6kOLjqoYRauggezIF8MCEEon8MJ,10:11:56
